timestamp_ms,frame_wall_ms,cpu_update_ms,cpu_render_ms,swap_ms,gpu_ms,gc_pause_ms,chunks_loaded,chunks_visible,draw_calls,triangles,x,y,z
132,127.406,66.131,27.328,2.228,0.000,6.000,10,2,2,1836,0.0,200.0,-5.0
197,64.251,12.442,4.349,2.095,0.000,0.000,20,2,2,1836,0.0,200.0,-10.0
238,41.459,17.903,1.305,16.966,0.000,8.000,30,2,2,1836,0.0,200.0,-13.2
291,52.991,18.772,1.072,1.949,0.000,11.000,40,2,2,1836,0.0,200.0,-15.5
314,22.736,4.705,1.126,11.810,0.000,0.000,50,2,2,1836,0.0,200.0,-18.0
348,33.857,6.429,1.107,0.951,0.000,9.000,60,2,2,1836,0.0,200.0,-19.1
390,42.046,5.784,4.980,0.689,0.000,0.000,70,2,2,1836,0.0,200.0,-20.8
423,32.208,12.894,2.174,0.809,0.000,9.000,80,2,2,1836,0.0,200.0,-22.9
456,33.227,6.086,2.390,0.751,0.000,0.000,90,2,2,1836,0.0,200.0,-24.5
523,66.543,40.703,1.283,21.663,0.000,14.000,100,5,5,4508,0.0,200.0,-27.8
563,39.958,14.989,1.211,0.608,0.000,0.000,110,5,5,4508,0.0,200.0,-30.0
595,32.521,4.316,1.125,0.749,0.000,19.000,120,7,7,6092,0.0,200.0,-31.5
647,51.674,6.144,1.244,0.738,0.000,0.000,127,7,7,6092,0.0,200.0,-33.2
687,39.685,12.276,2.566,0.711,0.000,0.000,137,8,8,6778,0.0,200.0,-35.8
754,67.430,16.704,1.078,26.842,0.000,27.000,147,8,8,6778,0.0,200.0,-38.3
789,35.100,4.936,3.322,22.690,0.000,0.000,157,13,13,11000,0.0,200.0,-41.1
857,67.158,8.038,1.165,0.663,0.000,33.000,167,13,13,11000,0.0,200.0,-43.0
887,29.980,5.268,1.253,20.278,0.000,0.000,177,13,13,11000,0.0,200.0,-46.2
936,49.545,10.787,3.540,0.567,0.000,0.000,187,15,15,12930,0.0,200.0,-47.9
968,31.269,5.910,1.838,0.515,0.000,0.000,197,19,19,15812,0.0,200.0,-50.2
1037,69.013,9.795,39.073,0.557,0.000,36.000,207,19,19,15812,0.0,200.0,-52.0
1082,45.114,9.422,1.543,31.454,0.000,0.000,217,19,19,15812,0.0,200.0,-55.3
1123,40.943,13.527,1.426,0.529,0.000,0.000,227,23,23,18422,0.0,200.0,-57.8
1152,29.392,4.325,3.487,0.523,0.000,0.000,237,24,24,19076,0.0,200.0,-59.6
1233,80.531,57.539,1.819,0.559,0.000,52.000,247,29,29,22528,0.0,200.0,-61.0
1267,33.494,6.956,1.569,22.783,0.000,0.000,257,33,33,25104,0.0,200.0,-65.1
1325,58.274,10.247,1.861,0.493,0.000,0.000,267,36,36,27218,0.0,200.0,-66.9
1405,79.921,4.591,1.481,71.299,0.000,59.000,277,37,37,28316,0.0,200.0,-69.7
1442,37.396,3.786,1.589,0.386,0.000,0.000,287,37,37,28316,0.0,200.0,-73.6
1471,28.797,4.330,1.844,21.157,0.000,0.000,297,40,40,30846,0.0,200.0,-75.5
1509,38.104,4.292,1.601,31.303,0.000,0.000,307,40,40,30970,0.0,200.0,-77.0
1593,83.127,13.561,1.840,0.805,0.000,57.000,317,47,47,36156,0.0,200.0,-79.3
1630,37.310,4.246,3.910,0.473,0.000,0.000,327,47,47,36156,0.0,200.0,-83.1
1672,41.650,11.163,5.164,0.352,0.000,0.000,337,50,50,66618,0.0,200.0,-85.2
1704,31.894,3.791,3.724,0.432,0.000,0.000,347,52,52,94464,0.0,200.0,-87.0
1747,43.770,4.017,2.949,0.397,0.000,0.000,357,54,54,123962,0.0,200.0,-88.6
1844,96.315,14.141,2.286,0.761,0.000,67.000,367,56,56,155854,0.0,200.0,-91.2
1891,46.867,5.624,2.157,0.366,0.000,0.000,377,55,55,155052,0.0,200.0,-95.6
1924,33.440,4.758,1.968,0.486,0.000,0.000,387,58,58,174578,0.0,200.0,-98.0
1970,45.703,4.085,2.046,37.314,0.000,0.000,397,59,59,175742,0.0,200.0,-99.6
2019,48.981,19.110,1.992,0.524,0.000,0.000,407,68,68,194866,0.0,200.0,-102.4
2373,109.352,7.932,2.434,0.947,0.000,159.000,417,69,69,195464,0.0,200.0,-107.4
2435,62.115,11.812,3.174,0.541,0.000,1.000,427,79,79,225564,0.0,200.0,-112.4
2496,61.227,6.949,6.394,0.714,0.000,0.000,437,80,80,239916,0.0,200.0,-115.4
2551,54.131,18.673,2.377,0.507,0.000,0.000,447,86,86,347582,0.0,200.0,-118.9
2622,71.548,4.170,2.203,2.022,0.000,56.000,457,89,89,396004,0.0,200.0,-121.2
2671,49.107,7.979,3.084,0.643,0.000,0.000,467,91,91,397608,0.0,200.0,-124.9
2711,39.163,4.441,2.264,30.436,0.000,0.000,477,89,89,395532,0.0,200.0,-127.2
2864,152.791,4.167,2.368,144.535,0.000,79.000,487,93,93,397956,0.0,200.0,-129.2
2909,45.804,4.330,2.568,0.424,0.000,0.000,497,102,102,425752,0.0,200.0,-134.2
2989,79.119,6.839,7.659,0.814,0.000,0.000,507,101,101,424642,0.0,200.0,-136.5
3034,45.389,7.385,2.829,0.287,0.000,0.000,517,101,101,424642,0.0,200.0,-140.5
3112,78.364,4.034,6.593,0.389,0.000,0.000,527,100,100,423566,0.0,200.0,-142.7
3159,46.989,4.545,4.902,0.492,0.000,0.000,537,111,111,442978,0.0,200.0,-146.6
3348,188.146,5.021,7.958,1.201,0.000,111.000,547,111,111,442978,0.0,200.0,-149.0
3429,81.308,10.401,3.726,0.620,0.000,0.000,557,115,115,479138,0.0,200.0,-154.0
3476,46.548,5.599,2.872,0.336,0.000,0.000,567,121,121,508324,0.0,200.0,-158.1
3549,73.129,4.032,3.025,0.593,0.000,0.000,577,125,125,523018,0.0,200.0,-160.4
3619,69.799,15.762,11.784,0.584,0.000,0.000,587,130,130,561578,0.0,200.0,-164.5
3795,175.768,6.871,2.845,1.352,0.000,158.000,597,130,130,589678,0.0,200.0,-167.5
3845,50.133,8.453,2.666,37.479,0.000,0.000,607,129,129,587056,0.0,200.0,-172.5
3935,89.763,7.961,5.834,0.431,0.000,0.000,617,126,126,584324,0.0,200.0,-174.8
4109,174.617,4.963,15.246,0.834,0.000,91.000,627,139,139,617096,0.0,200.0,-179.3
4202,93.005,23.651,10.001,0.381,0.000,3.000,632,144,144,677882,0.0,200.0,-184.3
4258,55.126,15.557,3.252,0.363,0.000,0.000,642,151,151,707544,0.0,200.0,-189.2
4353,95.278,6.722,8.734,0.523,0.000,0.000,652,152,152,718384,0.0,200.0,-191.5
4436,82.712,6.012,4.948,0.463,0.000,0.000,658,158,158,770530,0.0,200.0,-196.2
4516,79.844,14.005,3.732,0.316,0.000,0.000,655,164,164,774874,0.0,200.0,-200.4
4601,85.086,7.592,3.270,0.431,0.000,0.000,663,166,166,810668,0.0,200.0,-204.3
4647,45.976,4.327,3.877,0.309,0.000,0.000,669,171,171,820544,0.0,200.0,-208.6
4719,72.162,11.150,4.522,0.353,0.000,0.000,662,175,175,841588,0.0,200.0,-210.9
4800,81.225,4.066,4.249,0.388,0.000,0.000,670,181,181,849334,0.0,200.0,-214.5
4881,81.110,4.405,3.887,0.328,0.000,0.000,676,185,185,852840,0.0,200.0,-218.6
4935,53.619,4.769,4.922,0.374,0.000,0.000,682,186,186,853860,0.0,200.0,-222.6
5011,75.510,6.539,5.746,0.368,0.000,0.000,688,188,188,855492,0.0,200.0,-225.3
5088,77.584,14.580,3.875,0.336,0.000,0.000,679,189,189,856050,0.0,200.0,-229.1
5140,51.702,3.546,3.757,0.444,0.000,0.000,687,192,192,843016,0.0,200.0,-233.0
5191,50.754,6.402,3.761,0.376,0.000,0.000,693,193,193,856636,0.0,200.0,-235.7
5273,81.704,3.721,4.224,0.389,0.000,0.000,699,191,191,841002,0.0,200.0,-238.1
5326,53.453,4.078,5.136,0.458,0.000,0.000,705,200,200,846534,0.0,200.0,-242.2
5424,97.471,33.290,8.234,0.345,0.000,0.000,690,199,199,833476,0.0,200.0,-245.7
5468,44.717,3.030,3.379,0.343,0.000,0.000,697,202,202,835982,0.0,200.0,-249.7
5548,79.321,6.007,6.833,0.345,0.000,0.000,703,202,202,835982,0.0,200.0,-252.0
5593,45.467,3.603,4.931,0.293,0.000,0.000,709,199,199,820240,0.0,200.0,-256.0
5665,72.079,2.950,6.268,0.334,0.000,0.000,715,208,208,825578,0.0,200.0,-258.2
5752,86.503,17.483,5.159,0.412,0.000,0.000,702,208,208,811842,0.0,200.0,-261.8
5799,47.697,3.199,3.823,0.378,0.000,0.000,709,205,205,792176,0.0,200.0,-266.2
5860,60.591,6.827,6.123,0.362,0.000,0.000,715,205,205,792176,0.0,200.0,-268.7
5931,70.342,4.202,5.284,0.577,0.000,37.000,721,202,202,775300,0.0,200.0,-271.6
5986,55.624,11.830,3.449,0.379,0.000,0.000,727,206,206,778836,0.0,200.0,-275.5
6063,77.206,12.744,4.938,0.335,0.000,0.000,720,208,208,753122,0.0,200.0,-277.9
6115,51.866,3.514,3.915,0.429,0.000,0.000,727,206,206,751858,0.0,200.0,-281.7
6181,66.045,23.513,4.080,0.356,0.000,0.000,733,206,206,751858,0.0,200.0,-285.3
6254,72.771,4.106,5.270,0.361,0.000,0.000,739,203,203,723210,0.0,200.0,-287.6
6335,80.688,4.836,7.098,0.393,0.000,0.000,745,211,211,729574,0.0,200.0,-291.3
6413,78.028,21.904,4.837,0.389,0.000,0.000,733,209,209,697612,0.0,200.0,-295.3
6494,81.426,4.553,5.128,0.394,0.000,0.000,740,207,207,696254,0.0,200.0,-299.2
6575,80.750,4.740,4.957,0.406,0.000,0.000,746,205,205,680160,0.0,200.0,-303.3
6652,76.925,4.970,6.158,0.372,0.000,0.000,752,204,204,669244,0.0,200.0,-307.3
6728,75.819,20.921,5.557,0.338,0.000,0.000,742,210,210,647430,0.0,200.0,-311.2
6808,80.424,4.048,5.236,0.368,0.000,0.000,749,208,208,646066,0.0,200.0,-315.0
6889,80.719,4.381,6.177,0.382,0.000,0.000,755,207,207,630818,0.0,200.0,-319.0
6970,80.790,3.807,4.490,0.466,0.000,0.000,761,205,205,616140,0.0,200.0,-323.0
7046,75.630,29.036,4.150,0.313,0.000,0.000,746,212,212,610454,0.0,200.0,-327.1
7089,43.524,1.757,4.616,0.400,0.000,0.000,753,209,209,595310,0.0,200.0,-330.9
7147,58.071,1.387,5.516,0.584,0.000,0.000,759,208,208,582292,0.0,200.0,-333.0
7201,53.589,9.353,6.640,0.262,0.000,0.000,765,206,206,567288,0.0,200.0,-336.4
7284,82.529,21.743,4.614,0.330,0.000,0.000,749,214,214,573314,0.0,200.0,-338.6
7325,41.096,0.805,4.129,0.371,0.000,0.000,756,213,213,560098,0.0,200.0,-342.8
7400,75.139,1.508,5.326,0.479,0.000,0.000,762,210,210,529414,0.0,200.0,-344.8
7442,41.949,0.750,5.189,0.408,0.000,0.000,768,210,210,529414,0.0,200.0,-348.6
7519,77.022,1.407,7.390,0.484,0.000,0.000,774,215,215,510352,0.0,200.0,-350.7
7562,43.311,1.155,6.341,0.461,0.000,0.000,780,215,215,510352,0.0,200.0,-354.5
7642,79.949,38.687,4.602,0.398,0.000,0.000,764,213,213,498450,0.0,200.0,-356.7
7684,41.961,0.919,6.016,0.309,0.000,0.000,770,210,210,471174,0.0,200.0,-360.7
7760,75.307,1.188,6.612,0.476,0.000,0.000,776,218,218,477022,0.0,200.0,-362.8
7801,41.255,0.784,6.842,0.449,0.000,0.000,782,217,217,462670,0.0,200.0,-366.5
7875,74.018,1.411,9.157,0.393,0.000,0.000,788,215,215,447978,0.0,200.0,-368.6
7959,83.586,28.915,6.033,0.328,0.000,0.000,772,215,215,447978,0.0,200.0,-372.3
7998,39.515,1.620,4.044,0.427,0.000,0.000,778,217,217,412352,0.0,200.0,-376.5
8072,73.843,1.571,5.593,0.521,0.000,0.000,784,218,218,399710,0.0,200.0,-378.5
8112,39.615,0.970,4.895,0.424,0.000,0.000,790,218,218,399710,0.0,200.0,-382.2
8186,73.939,1.331,6.099,0.516,0.000,0.000,796,221,221,381194,0.0,200.0,-384.2
8261,75.361,37.377,3.623,0.320,0.000,0.000,779,221,221,381194,0.0,200.0,-387.9
8299,37.447,0.850,4.250,0.388,0.000,0.000,785,223,223,343034,0.0,200.0,-391.6
8370,71.516,0.961,5.362,0.466,0.000,0.000,791,222,222,330878,0.0,200.0,-393.5
8410,40.021,2.179,5.513,0.435,0.000,0.000,797,223,223,331602,0.0,200.0,-397.1
8486,75.544,1.090,8.644,0.463,0.000,0.000,803,220,220,318006,0.0,200.0,-399.1
8525,39.138,1.310,8.290,0.418,0.000,0.000,809,233,233,326326,0.0,200.0,-402.9
8604,78.769,42.958,3.616,0.322,0.000,0.000,792,231,231,312202,0.0,200.0,-404.8
8641,36.795,1.228,4.706,0.394,0.000,0.000,798,234,234,292578,0.0,200.0,-408.8
8707,66.104,0.748,5.079,0.404,0.000,0.000,804,234,234,292578,0.0,200.0,-410.6
8749,41.839,5.455,5.511,0.449,0.000,0.000,810,234,234,292640,0.0,200.0,-414.1
8802,53.193,1.567,7.246,0.539,0.000,0.000,816,232,232,291276,0.0,200.0,-416.0
8892,89.871,40.932,5.209,0.317,0.000,0.000,798,239,239,295340,0.0,200.0,-418.9
8926,34.249,1.170,4.291,0.375,0.000,0.000,804,243,243,285944,0.0,200.0,-423.2
8975,49.096,0.714,4.778,0.552,0.000,0.000,810,240,240,283882,0.0,200.0,-424.9
9017,42.098,7.163,4.318,0.337,0.000,0.000,816,241,241,284654,0.0,200.0,-427.6
9052,34.533,0.861,4.597,0.376,0.000,0.000,822,239,239,283324,0.0,200.0,-429.4
9098,45.677,1.100,5.438,0.588,0.000,0.000,828,247,247,285928,0.0,200.0,-431.2
9138,40.800,5.980,4.052,0.380,0.000,0.000,834,248,248,286628,0.0,200.0,-433.7
9208,69.286,36.106,3.573,0.274,0.000,0.000,816,247,247,285786,0.0,200.0,-435.5
9240,32.130,0.663,3.813,0.307,0.000,0.000,822,245,245,284310,0.0,200.0,-439.0
9285,44.561,0.810,4.392,0.501,0.000,0.000,828,243,243,282882,0.0,200.0,-440.6
9329,44.097,11.170,3.888,0.315,0.000,0.000,834,244,244,283700,0.0,200.0,-443.3
9361,32.655,0.799,4.232,0.332,0.000,0.000,840,242,242,282250,0.0,200.0,-445.0
9409,47.626,1.041,5.298,0.513,0.000,0.000,846,248,248,285206,0.0,200.0,-446.6
9450,41.474,7.897,4.332,0.440,0.000,0.000,852,249,249,285890,0.0,200.0,-449.4
9523,72.326,38.892,4.332,0.334,0.000,0.000,834,248,248,285124,0.0,200.0,-451.1
9555,32.263,1.544,4.514,0.344,0.000,0.000,840,247,247,272326,0.0,200.0,-454.7
9597,42.178,0.968,4.378,0.530,0.000,0.000,846,244,244,269972,0.0,200.0,-456.3
9636,38.658,6.825,4.169,0.422,0.000,0.000,852,249,249,273918,0.0,200.0,-458.7
9667,31.300,0.835,3.935,0.353,0.000,0.000,858,251,251,274298,0.0,200.0,-460.4
9711,43.374,0.753,4.352,0.494,0.000,0.000,864,249,249,272912,0.0,200.0,-461.9
9755,43.749,11.969,3.999,0.328,0.000,0.000,870,249,249,272912,0.0,200.0,-464.7
9821,66.024,31.650,3.747,0.305,0.000,0.000,852,251,251,273832,0.0,200.0,-466.3
9851,30.196,0.926,4.069,0.328,0.000,0.000,858,256,256,248262,0.0,200.0,-469.6
9894,42.819,0.768,4.512,0.392,0.000,0.000,864,253,253,246356,0.0,200.0,-471.1
9936,42.494,11.805,3.970,0.313,0.000,0.000,870,253,253,246356,0.0,200.0,-473.8
9967,30.544,0.967,4.946,0.348,0.000,0.000,876,253,253,246356,0.0,200.0,-475.4
10008,40.747,1.123,5.394,0.582,0.000,0.000,882,259,259,247170,0.0,200.0,-476.9
10049,41.448,11.504,3.476,0.383,0.000,0.000,888,258,258,246556,0.0,200.0,-479.5
10080,30.985,0.924,5.048,0.408,0.000,0.000,894,265,265,247502,0.0,200.0,-481.0
10145,64.450,31.821,4.710,0.342,0.000,0.000,876,277,277,256436,0.0,200.0,-482.6
10174,29.856,1.342,4.488,0.333,0.000,0.000,882,275,275,229732,0.0,200.0,-485.8
10233,58.595,0.934,5.589,0.521,0.000,0.000,888,272,272,227596,0.0,200.0,-487.3
10264,30.628,1.166,5.804,0.312,0.000,0.000,894,272,272,227596,0.0,200.0,-490.2
10300,36.633,0.910,4.811,0.336,0.000,0.000,900,275,275,227602,0.0,200.0,-491.8
10338,37.595,7.912,4.109,0.398,0.000,0.000,906,282,282,230420,0.0,200.0,-493.9
10367,28.966,0.760,4.405,0.317,0.000,0.000,912,281,281,229826,0.0,200.0,-495.5
10409,42.393,1.055,5.575,0.386,0.000,0.000,918,287,287,230772,0.0,200.0,-496.9
10492,82.898,44.578,4.781,0.429,0.000,0.000,900,287,287,230772,0.0,200.0,-499.6
10521,28.712,1.325,4.595,0.343,0.000,0.000,906,284,284,202924,0.0,200.0,-503.2
10576,54.871,0.706,4.805,0.293,0.000,0.000,912,281,281,201544,0.0,200.0,-504.6
10605,28.542,0.917,4.779,0.322,0.000,0.000,918,281,281,201544,0.0,200.0,-507.4
10659,54.503,0.958,5.454,0.329,0.000,0.000,924,282,282,199988,0.0,200.0,-508.8
10688,28.711,0.980,5.045,0.340,0.000,0.000,930,287,287,202214,0.0,200.0,-511.5
10747,59.142,0.981,5.852,0.314,0.000,0.000,936,288,288,203332,0.0,200.0,-513.0
10815,68.277,37.181,4.335,0.361,0.000,0.000,917,288,288,203332,0.0,200.0,-515.9
10843,27.305,1.187,4.451,0.289,0.000,0.000,923,284,284,178366,0.0,200.0,-519.3
10900,56.909,0.743,5.268,0.327,0.000,0.000,929,282,282,177742,0.0,200.0,-520.7
10927,27.378,1.083,4.835,0.300,0.000,0.000,935,282,282,177742,0.0,200.0,-523.5
10962,34.550,0.611,4.722,0.488,0.000,0.000,941,281,281,177144,0.0,200.0,-524.9
10997,35.685,7.824,4.256,0.284,0.000,0.000,947,289,289,178866,0.0,200.0,-527.0
11024,27.118,0.696,4.744,0.341,0.000,0.000,953,290,290,179826,0.0,200.0,-528.4
11087,63.038,35.373,4.109,0.281,0.000,0.000,933,290,290,179826,0.0,200.0,-529.8
11114,26.296,0.866,4.289,0.325,0.000,0.000,939,289,289,179282,0.0,200.0,-532.9
11168,53.723,0.870,4.726,0.273,0.000,0.000,945,291,291,177208,0.0,200.0,-534.3
11195,27.895,0.967,6.021,0.267,0.000,0.000,951,293,293,177882,0.0,200.0,-537.0
11248,52.986,0.620,5.488,0.320,0.000,0.000,957,293,293,177882,0.0,200.0,-538.3
11275,26.957,1.024,5.183,0.306,0.000,0.000,963,292,292,177880,0.0,200.0,-541.0
11329,53.653,0.997,5.979,0.406,0.000,0.000,969,292,292,175696,0.0,200.0,-542.3
11355,26.363,0.734,4.748,0.296,0.000,0.000,975,293,293,176682,0.0,200.0,-545.0
11420,64.297,35.128,4.306,0.287,0.000,0.000,955,305,305,176706,0.0,200.0,-546.3
11446,25.837,1.072,4.612,0.297,0.000,0.000,961,303,303,175158,0.0,200.0,-549.6
11498,52.545,0.750,5.241,0.313,0.000,0.000,967,301,301,173762,0.0,200.0,-550.9
11524,25.688,0.857,4.843,0.319,0.000,0.000,973,300,300,173060,0.0,200.0,-553.5
11556,32.247,0.941,5.593,0.498,0.000,0.000,979,303,303,173066,0.0,200.0,-554.8
11592,35.966,9.052,3.994,0.299,0.000,0.000,985,302,302,172294,0.0,200.0,-556.8
11618,25.845,0.750,5.254,0.283,0.000,0.000,991,306,306,170750,0.0,200.0,-558.2
11652,33.645,0.933,6.064,0.376,0.000,0.000,997,319,319,179224,0.0,200.0,-559.5
11687,35.641,8.945,4.307,0.278,0.000,0.000,1003,319,319,179224,0.0,200.0,-561.6
11754,66.383,36.648,4.410,0.363,0.000,0.000,981,326,326,178582,0.0,200.0,-562.9
11779,24.850,0.767,4.585,0.266,0.000,0.000,987,325,325,177806,0.0,200.0,-566.3
11830,51.316,0.686,5.391,0.329,0.000,0.000,993,322,322,175550,0.0,200.0,-567.5
11856,25.412,1.022,5.150,0.299,0.000,0.000,999,322,322,175550,0.0,200.0,-570.1
11890,34.915,0.770,5.637,0.345,0.000,0.000,1005,325,325,175556,0.0,200.0,-571.3
11925,34.258,6.659,4.308,0.332,0.000,0.000,1011,327,327,174044,0.0,200.0,-573.4
11969,44.119,2.533,8.025,0.698,0.000,28.000,1017,326,326,173190,0.0,200.0,-574.8
12011,42.388,2.608,9.200,0.350,0.000,0.000,1023,327,327,173834,0.0,200.0,-577.0
12095,83.496,40.705,5.884,0.301,0.000,0.000,1001,327,327,173834,0.0,200.0,-579.4
12119,24.357,0.818,4.740,0.288,0.000,0.000,1007,324,324,171566,0.0,200.0,-583.3
12150,30.360,0.715,5.065,0.446,0.000,0.000,1013,322,322,169898,0.0,200.0,-584.5
12186,36.360,8.089,4.243,0.359,0.000,0.000,1019,322,322,169898,0.0,200.0,-586.4
12211,24.824,0.983,5.135,0.279,0.000,0.000,1025,325,325,169904,0.0,200.0,-587.9
12259,47.862,0.710,5.797,0.444,0.000,0.000,1031,322,322,168684,0.0,200.0,-589.1
12284,25.172,1.111,5.334,0.336,0.000,0.000,1037,326,326,167866,0.0,200.0,-591.5
12332,48.338,0.772,5.334,0.401,0.000,0.000,1043,327,327,168492,0.0,200.0,-592.8
12398,65.668,34.849,4.339,0.317,0.000,0.000,1020,327,327,168492,0.0,200.0,-595.2
12422,24.264,0.859,4.681,0.283,0.000,0.000,1026,325,325,167126,0.0,200.0,-598.5
12453,30.398,0.966,5.762,0.459,0.000,0.000,1032,329,329,164596,0.0,200.0,-599.7
12488,35.490,7.198,4.309,0.334,0.000,0.000,1038,329,329,164596,0.0,200.0,-601.5
12513,24.315,0.754,5.230,0.314,0.000,0.000,1044,330,330,164598,0.0,200.0,-603.0
12548,35.628,2.030,7.768,0.556,0.000,0.000,1050,329,329,163832,0.0,200.0,-604.2
12584,36.141,10.586,4.682,0.282,0.000,0.000,1056,327,327,162318,0.0,200.0,-606.4
12608,23.909,0.683,4.834,0.268,0.000,0.000,1062,329,329,162920,0.0,200.0,-607.8
12659,51.008,0.741,5.750,0.342,0.000,0.000,1068,341,341,162944,0.0,200.0,-609.0
12725,65.522,36.717,4.273,0.331,0.000,0.000,1045,341,341,162944,0.0,200.0,-611.5
12749,24.029,0.810,5.036,0.371,0.000,0.000,1051,344,344,160640,0.0,200.0,-614.8
12779,30.402,0.756,5.363,0.473,0.000,0.000,1057,343,343,158534,0.0,200.0,-616.0
12814,34.306,5.516,4.282,0.278,0.000,0.000,1063,343,343,158534,0.0,200.0,-617.8
12838,24.126,0.890,5.431,0.298,0.000,0.000,1069,343,343,158534,0.0,200.0,-619.3
12889,50.687,0.758,5.996,0.360,0.000,0.000,1075,340,340,156996,0.0,200.0,-620.5
12913,24.465,0.923,5.541,0.372,0.000,0.000,1081,351,351,157064,0.0,200.0,-623.0
12944,30.608,0.641,5.896,0.445,0.000,0.000,1087,353,353,157684,0.0,200.0,-624.2
13027,83.095,49.200,4.797,0.333,0.000,0.000,1064,362,362,157702,0.0,200.0,-626.2
13050,23.136,0.781,4.835,0.287,0.000,0.000,1070,360,360,155720,0.0,200.0,-629.9
13093,42.558,0.835,5.898,0.329,0.000,0.000,1076,359,359,153040,0.0,200.0,-631.1
13124,31.395,5.911,7.847,0.391,0.000,0.000,1082,358,358,152290,0.0,200.0,-633.4
13175,51.288,1.108,7.335,0.451,0.000,0.000,1088,357,357,151670,0.0,200.0,-634.8
13199,23.627,0.794,5.376,0.281,0.000,0.000,1094,362,362,150734,0.0,200.0,-637.3
13229,30.099,0.607,5.293,0.412,0.000,0.000,1100,360,360,149128,0.0,200.0,-638.5
13271,41.362,17.995,5.768,0.366,0.000,0.000,1106,362,362,149690,0.0,200.0,-640.9
13334,63.214,39.748,4.546,0.268,0.000,0.000,1082,362,362,149690,0.0,200.0,-642.1
13357,23.032,0.777,4.935,0.301,0.000,0.000,1088,360,360,148824,0.0,200.0,-645.3
13409,52.275,0.834,6.193,0.348,0.000,0.000,1094,358,358,146284,0.0,200.0,-646.4
13433,23.861,0.849,5.636,0.295,0.000,0.000,1100,358,358,145612,0.0,200.0,-649.0
13484,50.750,0.784,6.551,0.380,0.000,0.000,1106,359,359,145614,0.0,200.0,-650.2
13507,23.252,0.690,5.282,0.303,0.000,0.000,1112,358,358,144908,0.0,200.0,-652.8
13556,48.912,0.840,6.764,0.295,0.000,0.000,1118,361,361,142502,0.0,200.0,-653.9
13580,23.587,0.830,5.568,0.278,0.000,0.000,1124,361,361,142502,0.0,200.0,-656.4
13646,66.187,43.364,5.516,0.329,0.000,0.000,1100,362,362,142504,0.0,200.0,-657.6
13676,29.853,0.846,5.391,0.439,0.000,0.000,1106,361,361,141744,0.0,200.0,-660.9
13711,35.587,10.376,6.596,0.332,0.000,0.000,1112,359,359,138736,0.0,200.0,-662.8
13735,24.043,1.270,5.665,0.392,0.000,0.000,1118,363,363,138130,0.0,200.0,-664.1
13780,44.421,0.747,6.813,0.365,0.000,0.000,1124,364,364,138132,0.0,200.0,-665.3
13809,29.087,6.239,5.792,0.287,0.000,0.000,1130,365,365,138134,0.0,200.0,-667.8
13839,30.307,0.782,6.615,0.441,0.000,0.000,1136,360,360,135560,0.0,200.0,-669.0
