timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
22425,32.00,29.762,0,1471,1382,248,0,0,1612764,0
22542,32.00,29.818,0,1491,1382,248,0,0,1612764,0
22662,32.00,30.114,0,1511,1382,248,0,0,1612764,0
22788,32.00,30.132,0,1561,1382,248,1,0,1612764,0
22906,32.00,30.526,0,1611,1352,249,0,6,1619547,0
23026,33.00,30.333,0,1637,1376,249,0,6,1619547,0
23146,33.00,29.832,0,1655,1382,249,0,0,1619547,0
23334,33.00,35.070,58,698,1382,250,1,0,1626951,0
23446,33.00,30.685,0,752,1382,253,0,0,1649162,0
23568,33.00,30.161,0,772,1382,253,0,0,1649162,0
23684,33.00,29.959,0,780,1382,253,0,0,1649162,0
23808,33.00,30.606,0,856,1349,254,0,6,1656617,0
23933,31.00,30.900,0,864,1361,254,0,6,1656617,0
24055,31.00,30.247,0,868,1381,254,0,0,1656617,0
24177,31.00,30.102,0,870,1381,254,0,0,1656617,0
24281,31.00,38.594,0,1196,1381,259,0,0,1686788,0
24402,31.00,30.585,0,1196,1381,260,0,0,1691671,0
24524,31.00,29.914,0,1196,1381,260,0,0,1691671,0
24651,31.00,30.983,0,1196,1381,260,0,0,1691671,0
24774,31.00,30.972,0,1268,1381,261,0,0,1697715,0
24899,31.00,29.776,0,1272,1363,261,0,6,1697715,0
25025,33.00,30.841,0,1276,1382,261,0,0,1697715,0
25156,33.00,31.626,0,1326,1382,261,1,0,1697715,0
25281,33.00,30.535,0,1352,1382,262,0,0,1702595,0
25411,33.00,32.880,0,1352,1382,262,0,0,1702595,0
25537,33.00,31.549,0,1356,1368,262,0,6,1702595,0
25642,33.00,32.447,0,1438,1382,262,2,0,1702595,0
25767,33.00,30.654,0,1478,1360,264,0,6,1710628,0
25897,33.00,33.737,0,1484,1381,264,0,0,1710628,0
26027,31.00,32.170,0,1484,1381,264,0,0,1710628,0
26132,31.00,30.748,0,1544,1375,264,2,6,1710628,0
26259,31.00,34.431,0,1588,1382,266,0,0,1719934,0
26393,31.00,34.220,0,1588,1382,266,0,0,1719934,0
26493,31.00,32.580,0,1588,1382,266,0,0,1719934,0
26594,31.00,32.990,0,1592,1362,266,0,6,1719934,0
26700,31.00,37.040,0,1766,1380,269,0,2,1736669,0
26830,31.00,33.646,0,1766,1382,269,0,0,1736669,0
26932,31.00,33.619,0,1766,1382,269,0,0,1736669,0
27064,30.00,33.815,0,1766,1382,269,0,0,1736669,0
27166,30.00,36.504,0,1844,1382,271,0,0,1745003,0
27266,30.00,34.901,0,1846,1382,271,0,0,1745003,0
27369,30.00,34.865,0,1846,1382,271,0,0,1745003,0
27473,30.00,33.773,0,1848,1346,271,0,6,1745003,0
27573,30.00,34.178,0,1854,1364,271,0,6,1745003,0
27680,30.00,36.713,0,1994,1381,271,2,0,1745003,0
